mid,times,player_0,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9
28478,420,20,26,3,9,31,34,17,3,8,47
28478,480,26,34,3,12,37,39,23,4,9,53
28478,540,27,37,3,13,40,43,27,5,9,58
28478,600,31,37,5,13,41,52,30,6,9,58
28479,60,1,1,3,2,2,1,3,1,3,3
28479,120,1,1,4,8,3,1,9,3,8,9
28479,180,2,1,8,14,6,1,15,3,15,12
28479,240,2,1,9,21,9,1,20,3,23,15
28479,300,3,1,14,25,13,1,26,3,28,21
28479,360,3,1,17,34,14,2,30,3,32,29
28479,420,3,1,23,42,15,3,34,3,40,36
28479,480,3,1,29,50,16,6,38,7,47,38
28479,540,3,2,30,50,23,6,38,7,53,43
28479,600,3,3,31,64,29,6,41,12,62,48
28480,60,1,2,2,1,4,1,4,1,1,3
28480,120,1,7,5,1,6,1,6,1,9,8
28480,180,1,10,8,1,8,1,6,1,17,10
28480,240,6,10,13,1,12,1,10,1,20,16
28480,300,6,16,17,1,15,1,19,1,28,18
28480,360,6,19,23,1,18,1,21,1,36,26
28480,420,12,19,29,1,25,1,28,1,41,34
28480,480,13,23,34,1,30,2,32,1,46,45
28480,540,17,23,41,2,31,2,32,2,47,50
28480,600,17,27,47,2,36,2,42,2,54,56
28481,60,5,1,3,3,2,5,1,1,1,4
28481,120,10,2,9,6,7,9,4,5,1,12
28481,180,16,2,15,10,12,14,7,8,1,16
28481,240,20,2,21,15,18,20,12,12,1,24
28481,300,26,4,24,17,20,30,12,13,1,27
28481,360,29,5,35,18,24,37,18,13,1,31
28481,420,30,5,43,20,30,40,23,14,1,42
28481,480,37,5,49,24,36,45,24,18,2,51
28481,540,39,5,52,26,41,45,24,19,4,60
28481,600,40,7,53,29,42,48,24,19,4,65
28482,60,2,2,4,3,1,2,1,4,2,2
28482,120,2,5,10,5,1,6,1,4,4,6
28482,180,2,10,15,9,2,12,1,9,4,10
28482,240,4,17,20,9,4,24,2,14,4,10
28482,300,4,27,27,15,4,27,2,18,4,18
28482,360,4,35,32,18,6,28,2,24,4,26
28482,420,5,41,34,24,7,32,2,26,4,30
28482,480,6,47,38,28,12,32,2,30,4,42
28482,540,7,57,43,43,14,32,2,30,4,47
28482,600,8,64,49,51,14,34,6,30,4,57
28483,60,1,1,1,2,1,2,1,3,1,4
28483,120,4,6,3,7,1,7,1,6,1,8
28483,180,4,8,7,12,1,13,1,13,4,10
28483,240,4,13,8,19,1,18,1,16,6,15
28483,300,5,14,10,21,1,23,1,24,8,23
28483,360,8,16,14,27,1,28,1,29,10,31
28483,420,9,16,14,34,3,35,2,34,18,31
28483,480,9,20,14,38,5,42,4,40,21,39
28483,540,9,25,14,41,5,47,4,43,24,43
28483,600,12,35,17,50,5,54,4,43,28,49
28484,60,1,1,1,5,1,2,1,2,1,3
28484,120,1,1,3,9,1,6,1,5,1,4
28484,180,1,8,10,14,2,13,1,7,1,7
28484,240,1,15,14,18,2,18,1,12,1,9
28484,300,1,20,17,23,2,25,1,12,1,13
28484,360,1,26,19,27,2,31,1,15,1,24
28484,420,1,36,26,31,3,36,1,17,1,24
28484,480,1,43,32,36,3,46,1,19,2,24
28484,540,1,52,40,39,3,50,1,25,2,35
28484,600,1,61,43,47,4,56,1,26,2,39
28485,60,6,1,3,1,2,2,4,1,1,1
28485,120,12,1,4,2,5,5,9,1,2,3
28485,180,16,4,6,3,8,8,10,2,4,3
28485,240,24,5,8,3,14,15,14,4,5,6
28485,300,27,6,10,3,21,16,18,7,5,7
28485,360,35,7,10,3,29,20,19,8,7,8
28485,420,38,7,10,3,37,27,20,8,7,10
28485,480,41,7,14,3,43,34,26,9,7,12
28485,540,42,8,16,5,49,39,26,9,10,14
28485,600,42,8,17,5,57,43,28,10,10,15
28486,60,2,1,1,5,5,2,2,1,1,1
28486,120,3,2,1,7,8,4,2,2,7,3
28486,180,8,2,1,10,15,4,2,2,9,4
28486,240,9,2,1,19,18,4,3,2,12,4
28486,300,14,3,1,27,21,4,3,7,17,4
28486,360,20,3,1,35,24,5,3,7,23,7
28486,420,25,5,1,38,30,8,4,7,27,10
28486,480,34,5,1,45,35,8,4,15,30,10
28486,540,37,5,1,51,35,9,5,17,35,13
28486,600,46,5,1,54,40,9,5,18,42,13
28487,60,2,2,3,2,1,1,3,1,1,2
28487,120,3,3,8,5,1,4,5,3,1,2
28487,180,5,7,15,10,2,7,6,3,1,7
28487,240,12,15,19,13,2,12,12,7,1,12
28487,300,15,20,23,15,3,17,14,12,1,14
28487,360,17,26,24,16,3,25,16,14,1,14
28487,420,23,31,29,16,4,30,18,18,1,14
28487,480,29,38,36,16,4,36,19,25,1,15
28487,540,32,41,43,18,4,43,21,27,1,20
28487,600,37,41,49,19,4,43,21,35,1,25
28488,60,1,3,3,3,1,3,2,1,5,4
28488,120,1,12,12,3,4,12,4,2,9,6
28488,180,3,17,15,3,4,14,5,2,10,9
28488,240,4,24,21,3,4,20,5,2,13,17
28488,300,6,29,29,4,5,27,5,2,15,25
28488,360,10,38,34,4,5,32,5,2,18,31
28488,420,13,47,40,7,5,40,5,2,25,36
28488,480,17,56,48,7,6,48,5,2,31,42
28488,540,19,65,51,9,6,54,5,2,38,49
28488,600,23,72,57,9,6,62,5,2,45,59
28489,60,1,2,2,4,1,3,1,1,1,3
28489,120,2,3,6,10,2,10,1,5,6,3
28489,180,3,4,9,15,5,13,1,6,14,5
28489,240,4,8,16,21,8,18,1,8,17,6
28489,300,6,16,24,26,9,24,1,15,20,6
28489,360,6,25,28,30,9,29,1,16,24,6
28489,420,6,28,36,34,9,32,1,24,28,6
28489,480,6,35,45,38,9,36,2,27,34,6
28489,540,6,37,52,40,10,40,2,29,35,6
28489,600,8,43,57,47,12,46,2,34,37,6
28490,60,2,4,1,3,1,1,1,5,1,4
28490,120,4,12,1,8,1,3,1,13,1,7
28490,180,5,16,1,16,1,5,1,17,2,12
28490,240,10,23,1,27,1,5,1,20,3,15
28490,300,15,25,1,38,1,8,1,24,3,23
28490,360,17,31,1,51,2,12,2,27,3,28
28490,420,18,40,1,62,2,12,2,34,3,35
28490,480,21,50,1,73,2,16,4,36,5,40
28490,540,21,56,1,87,2,17,5,39,7,47
28490,600,23,59,1,95,2,19,5,42,7,56
28491,60,5,1,5,3,1,2,2,2,4,1
28491,120,9,2,8,6,1,2,8,4,9,7
28491,180,10,2,18,6,1,2,12,9,21,12
28491,240,14,2,24,6,3,4,18,10,34,18
28491,300,15,2,32,6,7,4,26,17,39,21
28491,360,20,2,35,9,7,4,35,21,53,26
28491,420,23,3,41,13,7,6,43,23,54,32
28491,480,25,3,53,15,8,6,49,26,54,35
28491,540,30,4,61,26,9,8,49,27,64,42
28491,600,35,5,65,27,9,8,57,31,73,48
28492,60,1,2,1,2,2,2,1,4,1,6
28492,120,1,5,1,5,8,3,1,9,1,7
28492,180,1,6,1,6,16,5,1,16,2,12
28492,240,1,8,1,13,23,9,1,23,3,15
28492,300,1,15,1,20,29,16,1,26,4,16
28492,360,1,18,1,26,30,19,1,31,4,21
28492,420,1,20,1,30,37,24,1,37,4,23
28492,480,1,21,1,39,43,29,1,41,4,26
28492,540,1,26,1,41,50,35,1,43,6,26
28492,600,1,32,1,46,54,41,1,43,8,26
28493,60,2,2,3,2,1,1,2,4,1,2
28493,120,5,2,6,2,3,6,6,6,1,4
28493,180,7,3,8,3,4,7,8,10,3,5
28493,240,9,7,10,4,4,14,13,10,3,7
28493,300,10,9,12,5,8,18,14,13,4,10
28493,360,10,12,15,7,12,23,17,17,5,13
28493,420,10,15,17,10,12,23,18,18,7,16
28493,480,10,16,23,10,14,27,20,21,10,18
28493,540,10,17,23,10,19,29,20,26,10,20
28493,600,10,18,26,12,20,32,24,32,12,21
28494,60,4,2,1,3,2,1,2,3,1,1
28494,120,10,3,2,5,3,3,7,6,5,4
28494,180,14,4,4,7,3,5,15,7,6,7
28494,240,19,7,7,8,3,10,19,12,9,12
28494,300,19,10,12,9,3,14,25,15,13,13
28494,360,19,16,16,10,3,16,34,20,15,14
28494,420,21,20,20,12,3,17,41,23,21,17
28494,480,24,25,24,14,3,18,50,26,25,21
28494,540,28,25,26,14,3,21,60,35,26,23
28494,600,34,26,37,15,4,24,68,39,32,30
28495,60,2,1,2,4,1,3,3,1,4,1
28495,120,9,4,4,10,1,7,7,1,9,2
28495,180,15,8,8,15,1,9,9,3,15,2
28495,240,21,8,14,15,1,12,10,3,18,3
28495,300,29,8,16,15,1,15,15,4,18,3
28495,360,39,9,20,15,1,23,24,8,23,3
28495,420,49,13,21,15,1,30,28,8,23,5
28495,480,61,18,24,15,1,35,37,8,28,5
28495,540,65,21,28,15,2,40,39,9,31,5
28495,600,68,24,28,18,2,52,39,9,39,5
28496,60,1,4,1,1,1,1,1,6,1,3
28496,120,1,10,1,1,5,1,4,14,2,10
28496,180,3,16,2,2,6,1,5,15,2,18
28496,240,5,19,2,4,12,1,6,20,5,23
28496,300,6,21,2,8,17,1,9,24,5,28
28496,360,7,27,2,10,23,2,12,30,5,36
28496,420,7,36,2,10,27,2,14,35,5,45
28496,480,9,39,2,13,32,2,16,39,5,57
28496,540,9,43,2,23,43,4,17,39,5,67
28496,600,9,47,2,28,51,8,20,39,5,75
28497,60,4,1,3,1,4,1,3,2,3,1
28497,120,10,2,4,2,8,1,7,5,10,4
28497,180,17,7,4,3,13,1,9,7,14,5
28497,240,18,9,9,3,19,2,14,13,15,7
28497,300,23,12,9,3,24,4,18,17,24,8
28497,360,27,13,10,4,31,6,21,18,32,9
28497,420,27,15,13,6,32,6,25,20,39,12
28497,480,30,16,16,6,34,6,30,25,47,12
28497,540,32,16,19,6,34,6,32,25,53,14
28497,600,32,16,20,7,34,7,32,26,60,14
28498,60,3,1,4,1,3,3,5,1,3,1
28498,120,5,4,8,2,5,7,14,1,8,1
28498,180,5,5,12,2,9,8,21,1,13,1
28498,240,12,5,19,2,15,9,24,2,17,3
28498,300,15,5,25,4,20,14,26,2,23,3
28498,360,21,8,32,4,24,17,30,4,25,4
28498,420,28,10,38,4,30,20,35,4,29,4
28498,480,34,10,42,4,30,21,42,4,36,6
28498,540,37,12,52,4,35,24,48,4,41,6
28498,600,39,13,60,4,41,27,57,4,46,7
28499,60,1,8,7,1,4,1,4,3,1,1
28499,120,1,20,14,2,4,1,8,9,2,1
28499,180,1,25,21,3,13,2,13,16,4,1
28499,240,3,34,28,3,13,4,17,23,8,1
28499,300,3,37,34,3,14,5,18,30,9,1
28499,360,6,47,41,4,14,5,23,39,17,1
28499,420,8,50,46,6,14,5,23,41,19,2
28499,480,15,57,49,7,14,8,24,43,26,7
28499,540,19,61,52,7,14,8,32,47,30,7
28499,600,24,61,60,14,14,8,36,50,37,14
28500,60,3,3,1,6,1,4,1,5,3,1
28500,120,6,5,2,9,1,10,2,7,5,1
28500,180,10,7,5,15,1,17,3,12,8,1
28500,240,12,10,5,18,1,25,3,15,14,3
28500,300,17,14,8,23,1,30,4,18,19,7
28500,360,21,18,8,29,1,38,4,21,25,8
28500,420,25,25,8,32,1,46,6,21,31,10
28500,480,29,30,8,38,2,53,8,23,38,12
28500,540,29,35,8,38,2,54,9,23,38,15
28500,600,29,40,10,41,3,57,9,25,43,21
28501,60,1,5,1,3,4,2,3,3,1,5
28501,120,1,13,3,6,20,6,4,12,1,12
28501,180,1,17,5,13,24,12,12,13,1,19
28501,240,1,21,5,18,24,17,14,17,2,26
28501,300,2,24,5,24,30,24,19,18,2,31
28501,360,3,28,9,30,39,30,19,26,5,32
28501,420,3,29,9,38,42,32,20,31,6,39
28501,480,3,34,14,46,46,42,21,41,6,46
28501,540,3,42,17,51,54,52,27,49,8,54
28501,600,3,47,19,57,59,59,31,49,9,64
28502,60,2,1,4,3,1,1,2,4,2,1
28502,120,6,1,6,9,1,2,2,12,5,1
28502,180,7,1,8,14,1,7,2,17,10,1
28502,240,9,1,12,21,4,10,2,23,13,2
28502,300,13,1,16,27,4,15,3,26,13,2
28502,360,13,2,17,35,5,15,3,34,17,2
28502,420,18,6,21,39,5,17,3,42,18,2
28502,480,19,6,23,43,5,19,6,45,23,2
28502,540,20,6,27,53,5,19,6,51,26,3
28502,600,24,6,30,58,5,26,8,53,29,3
28503,60,1,3,1,4,1,2,1,4,1,1
28503,120,1,5,1,7,1,5,1,7,3,1
28503,180,5,10,1,10,1,12,2,9,4,2
28503,240,9,17,1,12,1,14,4,14,6,2
28503,300,13,19,1,19,1,24,4,20,10,3
28503,360,17,20,1,25,2,24,5,25,12,4
28503,420,19,26,2,29,2,28,5,27,17,5
28503,480,23,31,2,32,2,38,5,31,24,5
28503,540,25,32,2,37,2,47,7,37,26,7
28503,600,29,38,2,38,2,53,7,47,30,7
28504,60,4,1,1,4,1,2,2,2,1,2
28504,120,9,2,4,14,1,6,9,3,1,3
28504,180,14,2,8,18,1,15,14,4,1,3
28504,240,19,3,9,28,1,17,19,5,1,4
28504,300,25,3,9,37,1,23,27,6,1,4
28504,360,30,3,10,43,1,28,32,6,1,4
28504,420,30,3,12,51,1,35,38,9,1,4
28504,480,41,3,14,56,1,41,43,10,1,6
28504,540,47,3,16,64,1,50,47,10,3,7
28504,600,60,3,18,72,2,58,50,12,3,7
28505,60,2,1,4,1,1,2,1,2,4,1
28505,120,8,2,7,1,3,10,1,5,8,1
28505,180,14,4,10,1,3,14,1,8,16,1
28505,240,20,4,13,1,6,17,1,13,20,1
28505,300,23,5,15,1,13,20,1,17,23,1
28505,360,31,5,21,2,14,23,3,17,24,4
28505,420,38,5,24,2,19,29,3,20,26,4
28505,480,46,6,24,2,20,31,3,20,26,7
28505,540,51,7,28,2,21,37,3,24,29,7
28505,600,52,7,31,2,21,40,4,27,38,7
28506,60,5,1,1,2,1,1,1,1,2,4
28506,120,10,2,5,7,1,3,4,1,5,7
28506,180,17,6,6,8,1,5,5,1,6,8
28506,240,26,7,9,14,1,5,8,1,12,10
28506,300,30,12,13,19,1,8,12,1,13,13
28506,360,36,19,13,21,1,10,15,1,16,18
28506,420,43,26,14,24,1,10,19,1,16,23
28506,480,50,27,18,27,1,14,23,1,18,26
28506,540,57,34,18,27,1,17,31,1,21,30
28506,600,57,42,18,31,1,17,31,1,21,36
28507,60,3,1,1,1,2,1,3,2,2,2
28507,120,4,1,2,3,6,3,4,5,5,7
28507,180,6,3,3,4,9,4,5,8,6,10
28507,240,6,3,4,5,9,7,5,13,8,17
28507,300,7,3,6,5,14,10,6,21,12,21
28507,360,9,3,6,5,16,10,7,28,12,27
28507,420,10,5,8,6,19,14,8,35,15,31
28507,480,15,10,10,6,25,16,8,41,20,36
28507,540,17,12,10,9,26,20,8,43,21,41
28507,600,18,13,10,10,34,23,8,49,21,47
28508,60,1,1,1,2,5,1,2,3,5,2
28508,120,8,1,1,6,8,1,2,4,8,4
28508,180,16,1,1,8,10,1,2,4,13,7
28508,240,21,1,1,9,12,1,5,5,17,7
28508,300,29,1,4,13,16,1,5,5,25,13
28508,360,35,1,4,15,20,1,7,5,30,15
28508,420,40,2,4,23,24,6,13,5,41,17
28508,480,47,2,5,26,30,7,13,5,52,20
28508,540,57,2,7,28,37,7,16,5,64,26
28508,600,59,2,7,37,39,10,17,5,71,28
28509,60,1,2,4,3,2,1,1,2,5,1
28509,120,1,8,4,12,4,1,1,5,8,1
28509,180,1,14,6,18,8,1,1,12,13,1
28509,240,1,20,7,27,9,1,1,15,16,1
28509,300,1,27,10,31,12,1,1,21,18,1
28509,360,1,34,13,41,15,1,1,28,23,1
28509,420,2,42,15,48,15,1,1,36,30,3
28509,480,2,46,15,57,15,1,1,45,38,3
28509,540,2,47,15,64,18,2,1,51,43,8
28509,600,3,47,21,72,18,2,1,53,48,13
28510,60,2,2,1,1,4,3,1,1,2,3
28510,120,3,7,4,1,8,4,2,1,5,12
28510,180,4,13,6,1,13,13,2,1,10,18
28510,240,7,19,7,1,18,20,2,2,14,23
28510,300,14,19,8,4,24,27,2,3,20,29
28510,360,14,21,9,6,32,37,2,4,27,32
28510,420,20,28,12,6,38,42,2,4,34,40
28510,480,20,32,13,7,42,56,2,4,46,42
28510,540,26,34,14,9,54,56,2,4,53,45
28510,600,30,34,19,12,62,63,2,4,59,47
28511,60,3,4,2,5,1,4,1,3,2,2
28511,120,8,9,3,8,1,4,2,5,2,8
28511,180,15,13,3,9,2,5,4,7,2,14
28511,240,20,19,3,13,4,8,5,9,3,17
28511,300,26,26,3,15,4,10,5,16,3,19
28511,360,31,32,7,16,4,12,12,19,3,31
28511,420,40,36,8,19,8,12,12,27,3,40
28511,480,49,43,8,23,12,12,14,30,4,48
28511,540,54,47,8,26,14,12,15,36,4,53
28511,600,54,53,8,34,14,12,18,36,4,56
28512,60,1,1,2,1,1,2,3,2,1,4
28512,120,1,1,4,5,7,3,9,5,1,6
28512,180,1,1,7,9,13,3,17,8,1,9
28512,240,1,1,14,14,13,6,21,9,1,13
28512,300,3,1,17,18,18,7,25,12,2,18
28512,360,4,1,21,25,27,7,26,12,2,25
28512,420,7,1,30,29,27,8,31,12,5,25
28512,480,7,1,37,36,27,10,34,16,7,28
28512,540,10,1,39,39,30,12,34,24,8,30
28512,600,14,1,40,43,35,12,38,28,8,39
28513,60,1,1,4,1,1,3,3,5,1,2
28513,120,5,1,9,4,3,5,5,7,2,3
28513,180,8,1,16,4,4,12,7,10,2,3
28513,240,13,1,23,5,4,14,15,14,2,3
28513,300,18,1,34,8,5,18,21,19,2,3
28513,360,20,1,38,12,7,24,28,23,2,3
28513,420,23,1,49,14,7,28,36,27,2,3
28513,480,31,1,59,14,7,32,42,34,2,3
28513,540,35,1,73,16,8,41,47,39,2,4
28513,600,37,3,81,18,8,52,56,43,2,4
28514,60,1,2,2,1,1,3,1,3,1,4
28514,120,4,5,6,4,1,8,2,4,3,8
28514,180,6,8,13,9,1,16,3,4,3,10
28514,240,9,9,20,15,1,25,3,4,3,13
28514,300,9,13,28,15,2,32,4,5,3,16
28514,360,9,18,34,15,2,38,4,5,3,16
28514,420,10,20,35,17,3,46,6,5,3,21
28514,480,12,27,43,23,3,54,6,8,4,21
28514,540,16,29,51,26,4,61,7,8,4,21
28514,600,16,35,54,29,5,65,8,9,5,24
28515,60,4,5,1,3,4,4,1,1,1,5
28515,120,9,8,1,6,6,10,1,6,1,7
28515,180,16,13,1,6,10,18,4,8,2,10
28515,240,17,16,3,7,16,25,6,8,2,17
28515,300,25,23,3,7,20,29,6,14,2,23
28515,360,27,26,3,10,26,37,6,19,2,27
28515,420,31,32,3,12,28,41,6,21,2,28
28515,480,34,37,3,18,29,50,6,25,2,42
28515,540,35,42,3,20,32,59,6,29,2,47
28515,600,38,52,3,28,37,69,6,30,2,54
28516,60,2,4,1,3,1,1,1,1,2,3
28516,120,3,5,1,5,1,7,4,2,2,6
28516,180,4,7,7,8,3,12,4,2,3,6
28516,240,4,13,9,15,4,14,5,2,4,7
28516,300,7,16,13,15,7,20,8,3,5,9
28516,360,10,20,18,15,8,24,9,8,6,15
28516,420,13,20,19,18,10,28,10,8,6,15
28516,480,14,26,24,25,12,29,13,10,7,16
28516,540,15,31,28,31,12,32,20,10,8,19
28516,600,16,37,34,34,12,37,20,10,10,23
28517,60,4,1,3,1,3,1,2,1,1,4
28517,120,7,1,10,1,4,1,2,2,1,9
28517,180,10,1,19,1,4,1,6,7,1,15
28517,240,13,4,24,1,5,2,7,13,1,23
28517,300,15,4,34,1,5,3,10,14,4,25
28517,360,20,4,35,1,7,3,15,15,4,25
28517,420,25,4,40,5,7,6,17,15,6,29
28517,480,25,4,47,5,13,7,19,23,10,29
28517,540,29,5,49,5,16,10,24,28,13,31
28517,600,34,5,52,5,18,14,31,34,13,36
28518,60,2,1,4,6,1,1,1,1,1,4
28518,120,5,5,13,14,1,1,4,1,2,9
28518,180,7,5,18,17,1,1,7,1,2,17
28518,240,9,9,24,19,1,1,12,1,2,26
28518,300,14,9,29,23,1,1,14,1,3,31
28518,360,18,9,37,24,1,2,18,4,3,38
28518,420,23,9,42,28,1,5,25,6,3,43
28518,480,25,9,49,32,1,7,34,9,5,50
28518,540,31,9,56,37,1,7,38,16,6,57
28518,600,37,9,57,48,5,7,39,19,7,63
28519,60,1,4,2,4,1,2,1,1,4,2
28519,120,1,12,7,10,1,2,2,1,6,3
28519,180,1,15,14,13,4,4,2,1,14,5
28519,240,1,24,17,20,4,6,2,1,19,6
28519,300,1,34,26,24,6,13,2,1,24,6
28519,360,1,39,31,25,7,16,3,1,29,10
28519,420,1,39,37,26,10,21,3,3,32,12
28519,480,1,42,42,34,12,26,3,3,36,13
28519,540,1,49,48,36,15,31,3,4,42,15
28519,600,3,53,53,39,15,34,3,5,47,15
28520,60,1,3,3,1,1,5,1,2,1,4
28520,120,1,6,9,2,1,10,2,4,3,12
28520,180,1,10,16,2,1,16,2,5,3,17
28520,240,2,13,19,3,2,19,4,6,3,21
28520,300,2,19,27,3,2,24,4,7,3,27
28520,360,3,24,34,3,5,30,4,10,3,31
28520,420,6,30,35,5,6,32,5,12,3,38
28520,480,6,35,38,5,9,43,6,16,3,41
28520,540,7,39,46,5,10,45,6,18,3,48
28520,600,8,47,54,5,10,49,8,19,3,52
28521,60,1,2,1,1,2,2,2,1,2,4
28521,120,6,3,1,2,4,2,5,1,7,9
28521,180,13,5,1,4,6,7,7,2,12,20
28521,240,16,7,1,7,10,10,10,4,14,29
28521,300,16,7,2,9,12,10,12,4,16,29
28521,360,21,9,2,12,12,14,16,6,16,37
28521,420,25,17,2,13,13,16,20,7,21,37
28521,480,29,21,2,17,13,16,27,13,23,43
28521,540,36,21,3,17,13,21,31,18,23,45
28521,600,42,26,3,18,13,25,34,26,27,48
28522,60,2,1,3,2,1,1,1,2,3,4
28522,120,2,1,6,7,1,1,2,4,5,9
28522,180,3,1,10,15,2,1,2,4,6,15
28522,240,4,1,17,19,3,1,2,5,12,19
28522,300,4,2,23,23,3,1,3,12,16,28
28522,360,7,2,32,23,3,1,4,17,18,28
28522,420,7,2,36,23,5,1,5,23,21,32
28522,480,7,2,46,27,9,1,6,29,25,40
28522,540,8,3,48,31,9,3,6,35,28,42
28522,600,8,4,57,37,10,4,9,45,28,42
28523,60,2,1,1,5,1,3,1,2,1,1
28523,120,2,1,4,10,4,10,6,5,1,1
28523,180,2,1,8,14,7,19,10,12,1,1
28523,240,2,1,10,18,8,24,13,17,5,1
28523,300,2,2,17,23,8,30,15,18,5,2
28523,360,2,3,21,28,9,32,24,20,7,2
28523,420,3,3,23,32,9,39,27,23,9,2
28523,480,4,3,35,37,13,47,28,26,13,2
28523,540,6,5,41,46,13,57,31,27,14,2
28523,600,6,5,45,62,13,63,38,35,14,2
28524,60,1,3,2,1,3,1,1,5,1,4
28524,120,2,6,8,1,9,1,1,9,1,8
28524,180,2,9,14,1,18,1,1,13,1,13
28524,240,4,14,17,3,27,1,1,17,3,17
28524,300,4,19,28,3,31,1,1,25,3,19
28524,360,4,23,45,3,38,2,1,34,3,24
28524,420,4,24,59,3,39,2,1,41,3,24
28524,480,4,26,69,3,51,2,1,56,6,26
28524,540,4,32,73,4,56,4,5,59,6,26
28524,600,6,37,84,4,63,5,5,62,6,30
28525,60,3,1,2,3,1,1,1,2,4,3
28525,120,4,3,6,8,2,6,1,8,8,7
28525,180,4,5,8,12,6,12,1,12,10,12
28525,240,4,5,8,18,8,15,1,19,16,17
28525,300,4,8,12,24,13,15,1,21,25,23
28525,360,8,8,14,26,17,19,1,25,34,27
28525,420,9,9,15,27,21,23,1,26,40,35
28525,480,9,14,15,36,24,34,1,27,40,45
28525,540,9,17,16,38,25,38,1,28,50,52
28525,600,12,23,24,46,25,42,1,31,51,63
28526,60,1,4,2,2,1,4,1,2,1,3
28526,120,1,9,4,3,1,7,1,5,8,7
28526,180,5,18,8,4,1,10,1,6,9,13
28526,240,5,25,12,6,1,12,1,6,13,15
28526,300,5,29,14,8,1,17,1,6,17,18
28526,360,6,39,24,9,1,24,3,6,25,19
28526,420,7,47,24,9,2,25,4,6,32,23
28526,480,16,50,26,9,2,27,4,7,37,25
28526,540,18,59,34,10,2,38,4,8,37,30
28526,600,19,68,45,14,2,46,5,16,41,37
28527,60,5,7,1,2,1,1,1,2,2,3
28527,120,10,8,4,4,1,1,2,2,9,5
28527,180,16,8,5,9,1,1,2,2,15,5
28527,240,21,8,5,13,1,1,4,4,24,13
28527,300,26,8,5,14,1,1,4,6,29,15
28527,360,31,8,5,24,1,1,4,6,38,17
28527,420,36,8,5,25,1,1,4,9,47,19
28527,480,47,8,5,27,1,2,5,12,52,21
28527,540,51,8,5,31,1,2,7,12,60,23
28527,600,58,8,8,41,1,2,7,12,61,26
28528,60,2,5,2,1,2,1,4,4,1,2
28528,120,4,7,7,1,6,1,9,9,1,8
28528,180,7,10,9,1,9,1,16,9,1,14
28528,240,10,16,12,1,16,2,25,14,1,18
28528,300,10,17,13,1,16,2,30,17,1,23
28528,360,13,17,15,4,16,2,36,21,1,28
28528,420,13,21,16,5,20,3,45,24,1,29
28528,480,14,25,18,5,25,3,52,28,1,32
28528,540,17,29,18,7,29,3,57,34,1,41
28528,600,24,35,18,7,29,3,61,42,1,41
28529,60,1,2,3,1,2,1,1,3,1,3
28529,120,2,4,6,3,3,5,1,5,1,6
28529,180,2,5,9,3,3,7,1,8,1,10
28529,240,4,9,15,4,7,7,1,14,2,14
28529,300,6,13,19,5,9,13,2,15,2,18
28529,360,12,15,24,6,10,15,2,19,3,18
28529,420,14,19,29,6,12,15,3,19,3,19
28529,480,14,21,31,7,13,19,4,19,4,23
28529,540,19,28,31,13,13,19,4,21,6,23
28529,600,21,32,32,13,13,19,6,25,6,25
28530,60,1,4,1,2,2,5,1,1,1,3
28530,120,1,8,1,5,8,10,2,1,3,6
28530,180,3,17,1,12,10,16,2,5,4,10
28530,240,4,20,1,18,12,21,3,5,7,20
28530,300,7,28,2,19,12,29,3,5,9,24
28530,360,9,35,4,25,16,35,3,5,12,29
28530,420,15,42,4,26,18,40,3,5,17,34
28530,480,17,52,4,29,19,48,3,6,23,40
28530,540,18,60,5,32,25,52,3,6,26,47
28530,600,24,70,5,37,27,54,3,7,27,59
28531,60,2,2,1,3,1,1,1,2,3,2
28531,120,6,3,2,4,1,4,1,4,7,4
28531,180,8,3,3,5,1,6,1,7,13,5
28531,240,15,3,9,8,1,10,1,10,19,6
28531,300,17,3,16,14,2,13,2,13,25,6
28531,360,21,5,18,16,2,14,6,15,31,6
28531,420,26,5,20,21,2,18,6,19,36,7
28531,480,27,5,25,27,2,21,7,23,42,8
28531,540,30,8,28,32,2,24,10,26,48,8
28531,600,32,8,29,32,2,28,13,27,48,8
28532,60,1,4,5,1,4,3,1,1,1,1
28532,120,2,12,8,1,5,4,2,1,2,2
28532,180,4,18,12,1,9,7,3,1,5,2
28532,240,10,24,16,2,12,12,8,1,7,4
28532,300,14,32,16,4,14,17,8,1,7,9
28532,360,21,38,20,5,15,24,8,1,9,12
28532,420,25,45,20,6,15,25,9,2,9,14
28532,480,30,52,24,6,17,25,13,2,9,14
28532,540,38,61,28,8,23,25,16,2,9,14
28532,600,40,65,31,8,23,25,21,2,9,14
28533,60,3,1,2,2,2,1,4,3,1,2
28533,120,9,1,8,7,5,2,8,8,4,6
28533,180,10,1,13,10,5,2,12,13,9,9
28533,240,10,1,17,16,6,4,15,16,9,12
28533,300,10,2,26,17,12,5,17,23,10,13
28533,360,10,2,30,23,15,5,24,31,10,20
28533,420,13,7,40,27,17,5,29,34,10,29
28533,480,16,8,45,34,18,6,38,39,10,40
28533,540,19,8,48,34,20,6,40,46,10,45
28533,600,23,8,48,37,24,12,43,51,10,48
28534,60,3,4,2,1,3,1,3,2,1,5
28534,120,7,9,3,6,9,8,5,4,3,8
28534,180,7,15,5,7,17,10,5,10,7,12
28534,240,17,17,7,8,24,18,7,15,7,15
